agcy_name,org_name,org_name_level,id_number,location,title,name_of_incumbent,type_of_appt,type_of_appt_full,pay_plan,pay_plan_full,level_grade_or_pay,tenure,expires
DEPARTMENT OF COMMERCE,,,10718,"Washington, DC",Deputy Assistant Secretary for Industry and Analysis,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10719,"Washington, DC",Deputy Assistant Secretary for Manufacturing,Brian Lenihan,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10720,"Washington, DC",Deputy Assistant Secretary for Services,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10721,"Washington, DC",Deputy Assistant Secretary for Services,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10722,"Washington, DC",Deputy Assistant Secretary for Europe,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10723,"Washington, DC","Executive Director, Office of Trade Programs and Strategic Partnerships",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10724,"Washington, DC","Director, Office of Supply Chain, Professional and Business Service",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10725,"Washington, DC",Deputy Chief of Staff for Bureau of Industry and Security,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10726,"Washington, DC",Senior Director for Industry and Analysis,James  Sullivan Jr.,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10727,"Washington, DC","Director, Office of Industry Engagement",Kirt Gallatin,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF COMMERCE,,,10728,"Washington, DC",Senior Advisor,Jane Kotlarski,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF COMMERCE,,,10729,"Washington, DC",Senior Advisor,Christopher Moritz,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF COMMERCE,DEPUTY ASSISTANT SECRETARY FOR TEXTILES AND APPAREL,3,10730,"Washington, DC","Deputy Assistant Secretary for Textiles, Consumer Goods, and Materials",Lloyd Wood III,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,"DEPUTY ASSISTANT SECRETARY FOR TRADE, POLICY AND ANALYSIS",3,10731,"Washington, DC","Director, Office of Trade and Economic Analysis",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10732,"Washington, DC",Deputy Assistant Secretary for Trade Policy and Analysis,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,NATIONAL TRAVEL AND TOURISM OFFICE,1,10733,"Washington, DC",Deputy Assistant Secretary and Executive Director,Philip Lovas,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,DIRECTOR GENERAL OF THE U.S. AND FOREIGN COMERCIAL SERVICE AND ASSISTANT SECRETARY FOR GLOBAL MARKETS,1,10734,"Washington, DC",Director General of the United States and Foreign Commercial Service and Assistant Secretary for Global Markets,Ian Steff,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,IV,,
DEPARTMENT OF COMMERCE,,,10735,"Washington, DC",Senior Advisor for Trade Initiatives Implementation,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10736,"Washington, DC",Deputy Assistant Secretary for Global Markets,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10737,"Washington, DC",Executive Director of Select USA,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10738,"Washington, DC",Senior Advisor for U.S. and Foreign Commercial Service,Sally Leach,SC,Schedule C Excepted Appointment,GS,General Schedule,14,,
DEPARTMENT OF COMMERCE,,,10739,"Washington, DC",Senior Advisor and Director of Outreach,Steven Meyers,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF COMMERCE,,,10740,"Washington, DC",Senior Advisor for External Affairs,Kelly Ilagan,SC,Schedule C Excepted Appointment,GS,General Schedule,13,,
DEPARTMENT OF COMMERCE,,,10741,"Washington, DC",Senior Director,Jonathan David Lang,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF COMMERCE,,,10742,"Washington, DC",Senior Advisor,Ned Rauch-Mannino,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF COMMERCE,,,10743,"Washington, DC",Senior Advisor,John M. Cooney III,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,DEPUTY ASSISTANT SECRETARY FOR U.S. FIELD,3,10744,"Washington, DC",Deputy Assistant Secretary for U.S. Field,Ana Maria Guevara,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10745,"Washington, DC",National Field Director,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,ADVOCACY CENTER,3,10746,"Washington, DC","Director, Advocacy Center",Jose Cunningham,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,DEPUTY ASSISTANT SECRETARY FOR WESTERN HEMISPHERE,3,10747,"Washington, DC",Deputy Assistant Secretary for Western Hemisphere,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,DEPUTY ASSISTANT SECRETARY FOR ASIA,3,10748,"Washington, DC",Deputy Assistant Secretary for Asia,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,DEPUTY ASSISTANT SECRETARY FOR EUROPE,3,10749,"Washington, DC",Executive Director for Europe,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10750,"Washington, DC",Deputy Assistant Secretary for Middle East and Africa,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,ASSISTANT SECRETARY AND DIRECTOR GENERAL FOR UNITED STATES AND FOREIGN COMMERCIAL SERVICE,3,10751,"Washington, DC",Senior Advisor,Barbara Yankasky-Norton,SC,Schedule C Excepted Appointment,GS,General Schedule,14,,
DEPARTMENT OF COMMERCE,MINORITY BUSINESS DEVELOPMENT AGENCY,1,10752,"Washington, DC",Associate Director of Whiaapi,Amy Cheng,SC,Schedule C Excepted Appointment,GS,General Schedule,12,,
DEPARTMENT OF COMMERCE,,,10753,"Washington, DC",Executive Director of Whiaapi,Yu-Ting Tina Wei Smith,SC,Schedule C Excepted Appointment,GS,General Schedule,12,,
DEPARTMENT OF COMMERCE,,,10754,"Washington, DC",Senior Advisor,Holly Ham,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF COMMERCE,,,10755,"Washington, DC",Special Assistant,Ashley R. Morgan,SC,Schedule C Excepted Appointment,GS,General Schedule,9,,
DEPARTMENT OF COMMERCE,,,10756,"Washington, DC",Special Assistant,Ryan Sun,SC,Schedule C Excepted Appointment,GS,General Schedule,9,,
DEPARTMENT OF COMMERCE,,,10757,"Washington, DC",Confidential Assistant,Melanee Thomas,SC,Schedule C Excepted Appointment,GS,General Schedule,9,,
DEPARTMENT OF COMMERCE,OFFICE OF THE UNDER SECRETARY OF COMMERCE FOR STANDARDS AND TECHNOLOGY,1,10758,"Gaithersburg, MD",Under Secretary of Commerce for Standards and Technology,Walter Copan,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,IV,,
DEPARTMENT OF COMMERCE,OFFICE OF TECHNOLOGY POLICY,1,10759,"Washington, DC",Deputy Assistant Secretary for Technology Policy,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,OFFICE OF THE DIRECTOR,1,10760,"Bethesda, MD","Director, National Technical Information Service",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10761,"Washington, DC","National Director, Minority Business Development Agency",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10762,"Washington, DC","Deputy Director, Minority Business Development Agency",David John Byrd,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10763,"Washington, DC",Senior Advisor,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1,10764,"Silver Spring, MD",Senior Advisor for Human Resources,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10765,"Silver Spring, MD",Big Data Project Director,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,OFFICE OF THE UNDER SECRETARY,1,10766,"Washington, DC",Under Secretary for International Trade,Vacant,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,III,,
DEPARTMENT OF COMMERCE,,,10767,"Washington, DC",Senior Advisor,Peter Barrett,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10768,"Washington, DC",Chief of Staff for International Trade Administration,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10769,"Washington, DC",Director of Policy,Joseph A Laroski Jr.,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10770,"Washington, DC",Deputy Director General,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10771,"Washington, DC",Senior Advisor to the Chief of Staff for International Trade Administration,Dina Beaumont,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF COMMERCE,,,10772,"Washington, DC",Deputy Director of Public Affairs,Vanessa Ambrosini,SC,Schedule C Excepted Appointment,GS,General Schedule,13,,
DEPARTMENT OF COMMERCE,,,10773,"Washington, DC",Special Advisor,Christina Delgado,SC,Schedule C Excepted Appointment,GS,General Schedule,12,,
DEPARTMENT OF COMMERCE,OFFICE OF LEGISLATIVE AFFAIRS,1,10774,"Washington, DC",Director of Legislative Affairs,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,OFFICE OF DEPUTY UNDER SECRETARY,1,10775,"Washington, DC",Deputy Under Secretary for Operations,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,OFFICE OF DEPUTY UNDER SECRETARY,1,10776,"Washington, DC","Assistant Administrator, Office of Program Planning and Integration",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,OFFICE OF GENERAL COUNSEL,1,10777,"Washington, DC",General Counsel,John Seely Luce Jr.,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10778,"Silver Spring, MD",Deputy General Counsel,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10779,"Washington, DC",Associate Deputy General Counsel,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10780,"Washington, DC",Assistant General Counsel for Fisheries,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10781,"Washington, DC",Senior Advisor,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,DEPUTY GENERAL COUNSEL FOR ATMOSPHERIC AND OCEAN RESEARCH AND SERVICES,1,10782,"Washington, DC",Deputy General Counsel for Atmospheric and Ocean Research and Services,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,OFFICE OF PROGRAM EVALUATION AND RISK MANAGEMENT,1,10783,"Washington, DC",Director for Program Evaluation and Risk Management,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,NATIONAL MARINE FISHERIES SERVICE,1,10784,"Silver Spring, MD","Director, International Affairs and Seafood Inspection",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10785,"Silver Spring, MD",Deputy Assistant Administrator for Regulatory Programs,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10786,"Silver Spring, MD",Assistant Administrator for Marine Fisheries,Christopher Wayne Oliver,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,"NORTHWEST REGION, NATIONAL MARINE FISHERIES SERVICE",3,10787,"Seattle, WA",Regional Administator Northwest Region,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,OFFICE OF PROTECTED RESOURCES,3,10788,"Washington, DC",Director Office of Protected Resources,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,NATIONAL OCEAN SERVICE,3,10789,"Washington, DC",Assistant Administrator for Ocean Services and Coastal Zone Management,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,OFFICE OF NATIONAL MARINE SANCTUARIES,3,10790,"Silver Spring, MD","Director, Office of National Marine Sanctuaries",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,"OFFICE OF ASSISTANT ADMINISTRATOR, OCEAN AND ATMOSPHERIC RESEARCH",3,10791,"Rockville, MD","Chief, Marine Advisory Service",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10792,"Washington, DC",Assistant Administrator for Oceanic and Atmospheric Research,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10793,"Silver Spring, MD",Deputy Assistant Administrator for Programs and Administration,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,OFFICE OF THE ASSISTANT ADMINISTRATOR FOR WEATHER SERVICES,3,10794,"Silver Spring, MD",Assistant Administrator for Weather Services,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10795,"Washington, DC",Deputy Assistant Administrator for Weather Services,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,OFFICE - FEDERAL COORDINATOR - METEOROLOGY,3,10796,"Washington, DC",Confidential Assistant,Rose Stevens,SC,Schedule C Excepted Appointment,GS,General Schedule,7,,
DEPARTMENT OF COMMERCE,OFFICE OF SATELLITE AND PRODUCT OPERATIONS,3,10797,"Suitland, MD","Director, Office of Satellite and Product Operations",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,OFFICE OF AIR AND SPACE COMMERCIALIZATION,3,10798,"Washington, DC","Director, Office of Space Commerce",Kevin M O'Connell,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,"OFFICE OF ASSISTANT ADMINISTRATOR SATELLITE, DATA INFORMATION SERVICE",3,10799,"Washington, DC",Assistant Administrator for National Environmental Satellite Data and Information Services,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10800,"Silver Spring, MD","Deputy Assistant Administrator, National Environmental Satellite, Data, and Information Service",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,REGIONAL OFFICES,3,10801,"Juneau, AK","Regional Administrator, Alaska Region",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10802,"Gloucester, MA","Regional Administrator, Greater Atlantic Region",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10803,"Honolulu, HI","Regional Administrator, Pacific Island Region",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10804,"St. Petersburg, FL",Regional Administrator Southeast Region,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10805,"Seattle, WA","Regional Administrator, West Coast Region",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,NATIONAL TELECOMMUNICATIONS AND INFORMATION ADMINISTRATION,1,10806,"Washington, DC",Deputy Assistant Secretary to National Telecommunications and Information Administration,David Candeub,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10807,"Washington, DC",Senior Advisor to National Telecommunications and Information Administration,Carolyn Roddy,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF COMMERCE,,,10808,"Washington, DC",Senior Advisor,James Medica,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF COMMERCE,OFFICE OF THE ASSISTANT SECRETARY FOR COMMUNICATIONS AND INFORMATION,1,10809,"Washington, DC",Assistant Secretary of Commerce for Communications and Information,Vacant,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,,,
DEPARTMENT OF COMMERCE,,,10810,"Washington, DC",Assistant Secretary for Communications and Information,Vacant,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,IV,,
DEPARTMENT OF COMMERCE,,,10811,"Washington, DC",Deputy Assistant Secretary for Communications and Information,Diane Rinaldo,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10812,"Washington, DC",Director for Digital Economy,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,OFFICE OF THE CHIEF COUNSEL,1,10813,"Washington, DC",Chief Counsel,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,OFFICE OF POLICY ANALYSIS AND DEVELOPMENT,1,10814,"Washington, DC",Deputy Associate Adminstrator for Policy Analysis and Development,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10815,"Washington, DC",Associate Administrator for Policy Analysis and Development,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,OFFICE OF SPECTRUM MANAGEMENT,1,10816,"Washington, DC",Deputy Associate Administrator for Spectrum Planning and Policy,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10817,"Washington, DC",Deputy Associate Administrator for Spectrum Management,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,,,10818,"Washington, DC",Associate Administrator Spectrum Management,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,OFFICE OF TELECOMMUNICATIONS AND INFORMATION APPLICATIONS,1,10819,"Washington, DC",Associate Administrator for Telecommunications and Information Applications,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF COMMERCE,OFFICE OF PUBLIC SAFETY COMMUNICATIONS,1,10820,"Washington, DC",Associate Administrator for Public Safety Communications,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
